location_name,location_type,code,parent_code,island_group
Barangay 30,Barangay,0030,000,Luzon
Barangay 31,Barangay,0031,000,Luzon
Barangay 32,Barangay,0032,000,Luzon
Barangay 33,Barangay,0033,000,Luzon
Barangay 34,Barangay,0034,000,Luzon
Barangay 35,Barangay,0035,000,Luzon
Barangay 36,Barangay,0036,000,Luzon
Barangay 37,Barangay,0037,000,Luzon
Barangay 38,Barangay,0038,000,Luzon
Barangay 39,Barangay,0039,000,Luzon
Barangay 40,Barangay,0040,000,Luzon
Barangay 41,Barangay,0041,000,Luzon
Barangay 42,Barangay,0042,000,Luzon
Barangay 43,Barangay,0043,000,Luzon
Barangay 44,Barangay,0044,000,Luzon
Barangay 45,Barangay,0045,000,Luzon
Barangay 46,Barangay,0046,000,Luzon
Barangay 47,Barangay,0047,000,Luzon
Barangay 48,Barangay,0048,000,Luzon
Barangay 49,Barangay,0049,000,Luzon
Barangay 50,Barangay,0050,000,Luzon
Barangay 51,Barangay,0051,000,Luzon
Barangay 52,Barangay,0052,000,Luzon
Barangay 53,Barangay,0053,000,Luzon
Barangay 54,Barangay,0054,000,Luzon
Barangay 55,Barangay,0055,000,Luzon
Barangay 56,Barangay,0056,000,Luzon
Barangay 57,Barangay,0057,000,Luzon
Barangay 58,Barangay,0058,000,Luzon
Barangay 59,Barangay,0059,000,Luzon
Barangay 60,Barangay,0060,000,Luzon
Barangay 61,Barangay,0061,000,Luzon
Barangay 62,Barangay,0062,000,Luzon
Barangay 63,Barangay,0063,000,Luzon
Barangay 64,Barangay,0064,000,Luzon
Barangay 65,Barangay,0065,000,Luzon
Barangay 66,Barangay,0066,000,Luzon
Barangay 67,Barangay,0067,000,Luzon
Barangay 68,Barangay,0068,000,Luzon
Barangay 69,Barangay,0069,000,Luzon
Barangay 70,Barangay,0070,000,Luzon
Barangay 71,Barangay,0071,000,Luzon
Barangay 72,Barangay,0072,000,Luzon
Barangay 73,Barangay,0073,000,Luzon
Barangay 74,Barangay,0074,000,Luzon
Barangay 75,Barangay,0075,000,Luzon
Barangay 76,Barangay,0076,000,Luzon
Barangay 77,Barangay,0077,000,Luzon
Barangay 78,Barangay,0078,000,Luzon
Barangay 79,Barangay,0079,000,Luzon
Barangay 80,Barangay,0080,000,Luzon
Barangay 81,Barangay,0081,000,Luzon
Barangay 82,Barangay,0082,000,Luzon
Barangay 83,Barangay,0083,000,Luzon
Barangay 84,Barangay,0084,000,Luzon
Barangay 85,Barangay,0085,000,Luzon
Barangay 86,Barangay,0086,000,Luzon
Barangay 87,Barangay,0087,000,Luzon
Barangay 88,Barangay,0088,000,Luzon
Barangay 89,Barangay,0089,000,Luzon
Barangay 90,Barangay,0090,000,Luzon
Barangay 91,Barangay,0091,000,Luzon
Barangay 92,Barangay,0092,000,Luzon
Barangay 93,Barangay,0093,000,Luzon
Barangay 94,Barangay,0094,000,Luzon
Barangay 95,Barangay,0095,000,Luzon
Barangay 96,Barangay,0096,000,Luzon
Barangay 97,Barangay,0097,000,Luzon
Barangay 98,Barangay,0098,000,Luzon
Barangay 99,Barangay,0099,000,Luzon
Barangay 100,Barangay,0100,000,Luzon
Barangay 101,Barangay,0101,000,Luzon
Barangay 102,Barangay,0102,000,Luzon
Barangay 103,Barangay,0103,000,Luzon
Barangay 104,Barangay,0104,000,Luzon
Barangay 105,Barangay,0105,000,Luzon
Barangay 106,Barangay,0106,000,Luzon
Barangay 107,Barangay,0107,000,Luzon
Barangay 108,Barangay,0108,000,Luzon
Barangay 109,Barangay,0109,000,Luzon
Barangay 110,Barangay,0110,000,Luzon
Barangay 111,Barangay,0111,000,Luzon
Barangay 112,Barangay,0112,000,Luzon
Barangay 113,Barangay,0113,000,Luzon
Barangay 114,Barangay,0114,000,Luzon
Barangay 115,Barangay,0115,000,Luzon
Barangay 116,Barangay,0116,000,Luzon
Barangay 117,Barangay,0117,000,Luzon
Barangay 118,Barangay,0118,000,Luzon
Barangay 119,Barangay,0119,000,Luzon
Barangay 120,Barangay,0120,000,Luzon
Barangay 121,Barangay,0121,000,Luzon
Barangay 122,Barangay,0122,000,Luzon
Barangay 123,Barangay,0123,000,Luzon
Barangay 124,Barangay,0124,000,Luzon
Barangay 125,Barangay,0125,000,Luzon
Barangay 126,Barangay,0126,000,Luzon
Barangay 127,Barangay,0127,000,Luzon
Barangay 128,Barangay,0128,000,Luzon
Barangay 129,Barangay,0129,000,Luzon
Barangay 130,Barangay,0130,000,Luzon
Barangay 131,Barangay,0131,000,Luzon
Barangay 132,Barangay,0132,000,Luzon
Barangay 133,Barangay,0133,000,Luzon
Barangay 134,Barangay,0134,000,Luzon
Barangay 135,Barangay,0135,000,Luzon
Barangay 136,Barangay,0136,000,Luzon
Barangay 137,Barangay,0137,000,Luzon
Barangay 138,Barangay,0138,000,Luzon
Barangay 139,Barangay,0139,000,Luzon
Barangay 140,Barangay,0140,000,Luzon
Barangay 141,Barangay,0141,000,Luzon
Barangay 142,Barangay,0142,000,Luzon
Barangay 143,Barangay,0143,000,Luzon
Barangay 144,Barangay,0144,000,Luzon
Barangay 145,Barangay,0145,000,Luzon
Barangay 146,Barangay,0146,000,Luzon
Barangay 147,Barangay,0147,000,Luzon
Barangay 148,Barangay,0148,000,Luzon
Barangay 149,Barangay,0149,000,Luzon
Barangay 150,Barangay,0150,000,Luzon
Barangay 151,Barangay,0151,000,Luzon
Barangay 152,Barangay,0152,000,Luzon
Barangay 153,Barangay,0153,000,Luzon
Barangay 154,Barangay,0154,000,Luzon
Barangay 155,Barangay,0155,000,Luzon
Barangay 156,Barangay,0156,000,Luzon
Barangay 157,Barangay,0157,000,Luzon
Barangay 158,Barangay,0158,000,Luzon
Barangay 159,Barangay,0159,000,Luzon
Barangay 160,Barangay,0160,000,Luzon
Barangay 161,Barangay,0161,000,Luzon
Barangay 162,Barangay,0162,000,Luzon
Barangay 163,Barangay,0163,000,Luzon
Barangay 164,Barangay,0164,000,Luzon
Barangay 165,Barangay,0165,000,Luzon
Barangay 166,Barangay,0166,000,Luzon
Barangay 167,Barangay,0167,000,Luzon
Barangay 168,Barangay,0168,000,Luzon
Barangay 169,Barangay,0169,000,Luzon
Barangay 170,Barangay,0170,000,Luzon
Barangay 171,Barangay,0171,000,Luzon
Barangay 172,Barangay,0172,000,Luzon
Barangay 173,Barangay,0173,000,Luzon
Barangay 174,Barangay,0174,000,Luzon
Barangay 175,Barangay,0175,000,Luzon
Barangay 176,Barangay,0176,000,Luzon
Barangay 177,Barangay,0177,000,Luzon
Barangay 178,Barangay,0178,000,Luzon
Barangay 179,Barangay,0179,000,Luzon
Barangay 180,Barangay,0180,000,Luzon
Barangay 181,Barangay,0181,000,Luzon
Barangay 182,Barangay,0182,000,Luzon
Barangay 183,Barangay,0183,000,Luzon
Barangay 184,Barangay,0184,000,Luzon
Barangay 185,Barangay,0185,000,Luzon
Barangay 186,Barangay,0186,000,Luzon
Barangay 187,Barangay,0187,000,Luzon
Barangay 188,Barangay,0188,000,Luzon
Acacia,Barangay,0001,000,Luzon
Baritan,Barangay,0002,000,Luzon
Bayan-bayanan,Barangay,0003,000,Luzon
Catmon,Barangay,0004,000,Luzon
Concepcion,Barangay,0005,000,Luzon
Dampalit,Barangay,0006,000,Luzon
Flores,Barangay,0007,000,Luzon
Hulong Duhat,Barangay,0008,000,Luzon
Ibaba,Barangay,0009,000,Luzon
Longos,Barangay,0010,000,Luzon
Maysilo,Barangay,0011,000,Luzon
Muzon,Barangay,0012,000,Luzon
Niugan,Barangay,0013,000,Luzon
Panghulo,Barangay,0014,000,Luzon
Potrero,Barangay,0015,000,Luzon
San Agustin,Barangay,0016,000,Luzon
Santolan,Barangay,0017,000,Luzon
Tañong ,Barangay,0018,000,Luzon
Tinajeros,Barangay,0019,000,Luzon
Tonsuya,Barangay,0020,000,Luzon
Tugatog,Barangay,0021,000,Luzon
Sipac-Almacen,Barangay,0001,000,Luzon
Bagumbayan North,Barangay,0002,000,Luzon
Bagumbayan South,Barangay,0003,000,Luzon
Bangculasi,Barangay,0004,000,Luzon
Daanghari,Barangay,0005,000,Luzon
Navotas East,Barangay,0006,000,Luzon
Navotas West,Barangay,0007,000,Luzon
North Bay Boulevard North,Barangay,0008,000,Luzon
NBBS Kaunlaran,Barangay,0009,000,Luzon
San Jose ,Barangay,0010,000,Luzon
San Rafael Village,Barangay,0011,000,Luzon
San Roque,Barangay,0012,000,Luzon
Tangos South,Barangay,0013,000,Luzon
Tanza 1,Barangay,0014,000,Luzon
NBBS Dagat-dagatan,Barangay,0015,000,Luzon
NBBS Proper,Barangay,0016,000,Luzon
Tangos North,Barangay,0017,000,Luzon
Tanza 2,Barangay,0018,000,Luzon
Arkong Bato,Barangay,0001,000,Luzon
Bagbaguin,Barangay,0002,000,Luzon
Balangkas,Barangay,0003,000,Luzon
Parada,Barangay,0004,000,Luzon
Bignay,Barangay,0005,000,Luzon
Bisig,Barangay,0006,000,Luzon
Canumay West,Barangay,0007,000,Luzon
Karuhatan,Barangay,0008,000,Luzon
Coloong,Barangay,0009,000,Luzon
Dalandanan,Barangay,0010,000,Luzon
Gen. T. De Leon,Barangay,0011,000,Luzon
Isla,Barangay,0012,000,Luzon
Lawang Bato,Barangay,0013,000,Luzon
Lingunan,Barangay,0014,000,Luzon
Mabolo,Barangay,0015,000,Luzon
Malanday,Barangay,0016,000,Luzon
Malinta,Barangay,0017,000,Luzon
Mapulang Lupa,Barangay,0018,000,Luzon
Marulas,Barangay,0019,000,Luzon
Maysan,Barangay,0020,000,Luzon
Palasan,Barangay,0021,000,Luzon
Pariancillo Villa,Barangay,0022,000,Luzon
Paso De Blas,Barangay,0023,000,Luzon
Pasolo,Barangay,0024,000,Luzon
Poblacion,Barangay,0025,000,Luzon
Pulo,Barangay,0026,000,Luzon
Punturin,Barangay,0027,000,Luzon
Rincon,Barangay,0028,000,Luzon
Tagalag,Barangay,0029,000,Luzon
Ugong,Barangay,0030,000,Luzon
Viente Reales,Barangay,0031,000,Luzon
Wawang Pulo,Barangay,0032,000,Luzon
Canumay East,Barangay,0033,000,Luzon
Almanza Uno,Barangay,0001,000,Luzon
Daniel Fajardo,Barangay,0002,000,Luzon
Elias Aldana,Barangay,0003,000,Luzon
Ilaya,Barangay,0004,000,Luzon
Manuyo Uno,Barangay,0005,000,Luzon
Pamplona Uno,Barangay,0006,000,Luzon
Pulang Lupa Uno,Barangay,0007,000,Luzon
Talon Uno,Barangay,0008,000,Luzon
Zapote,Barangay,0009,000,Luzon
Almanza Dos,Barangay,0010,000,Luzon
B. F. International Village,Barangay,0011,000,Luzon
Manuyo Dos,Barangay,0012,000,Luzon
Pamplona Dos,Barangay,0013,000,Luzon
Pamplona Tres,Barangay,0014,000,Luzon
Pilar,Barangay,0015,000,Luzon
Pulang Lupa Dos,Barangay,0016,000,Luzon
Talon Dos,Barangay,0017,000,Luzon
Talon Tres,Barangay,0018,000,Luzon
Talon Kuatro,Barangay,0019,000,Luzon
Talon Singko,Barangay,0020,000,Luzon
Bangkal,Barangay,0001,000,Luzon
Bel-Air,Barangay,0002,000,Luzon
Cembo,Barangay,0003,000,Luzon
Comembo,Barangay,0004,000,Luzon
Carmona,Barangay,0005,000,Luzon
Dasmariñas,Barangay,0006,000,Luzon
East Rembo,Barangay,0007,000,Luzon
Forbes Park,Barangay,0008,000,Luzon
Guadalupe Nuevo,Barangay,0009,000,Luzon
Guadalupe Viejo,Barangay,0010,000,Luzon
Kasilawan,Barangay,0011,000,Luzon
La Paz,Barangay,0012,000,Luzon
Magallanes,Barangay,0013,000,Luzon
Olympia,Barangay,0014,000,Luzon
Palanan,Barangay,0015,000,Luzon
Pembo,Barangay,0016,000,Luzon
Pinagkaisahan,Barangay,0017,000,Luzon
Pio Del Pilar,Barangay,0018,000,Luzon
Pitogo,Barangay,0019,000,Luzon
Poblacion,Barangay,0020,000,Luzon
Post Proper Northside,Barangay,0021,000,Luzon
Post Proper Southside,Barangay,0022,000,Luzon
San Antonio,Barangay,0023,000,Luzon
San Isidro,Barangay,0024,000,Luzon
San Lorenzo,Barangay,0025,000,Luzon
Santa Cruz,Barangay,0026,000,Luzon
Singkamas,Barangay,0027,000,Luzon
South Cembo,Barangay,0028,000,Luzon
Tejeros,Barangay,0029,000,Luzon
Urdaneta,Barangay,0030,000,Luzon
Valenzuela,Barangay,0031,000,Luzon
West Rembo,Barangay,0032,000,Luzon
Rizal,Barangay,0033,000,Luzon
Alabang,Barangay,0001,000,Luzon
Bayanan,Barangay,0002,000,Luzon
Buli,Barangay,0003,000,Luzon
Cupang,Barangay,0004,000,Luzon
Poblacion,Barangay,0005,000,Luzon
Putatan,Barangay,0006,000,Luzon
Sucat,Barangay,0007,000,Luzon
Tunasan,Barangay,0008,000,Luzon
New Alabang Village,Barangay,0009,000,Luzon
Baclaran,Barangay,0001,000,Luzon
Don Galo,Barangay,0002,000,Luzon
La Huerta,Barangay,0003,000,Luzon
San Dionisio,Barangay,0004,000,Luzon
Santo Niño,Barangay,0005,000,Luzon
Tambo,Barangay,0006,000,Luzon
B. F. Homes,Barangay,0007,000,Luzon
Don Bosco,Barangay,0008,000,Luzon
Marcelo Green Village,Barangay,0009,000,Luzon
Merville,Barangay,0010,000,Luzon
Moonwalk,Barangay,0011,000,Luzon
San Antonio,Barangay,0012,000,Luzon
San Isidro,Barangay,0013,000,Luzon
San Martin De Porres,Barangay,0014,000,Luzon
Sun Valley,Barangay,0015,000,Luzon
Vitalez,Barangay,0016,000,Luzon
Barangay 1,Barangay,0001,000,Luzon
Barangay 2,Barangay,0002,000,Luzon
Barangay 3,Barangay,0003,000,Luzon
Barangay 4,Barangay,0004,000,Luzon
Barangay 5,Barangay,0005,000,Luzon
Barangay 6,Barangay,0006,000,Luzon
Barangay 7,Barangay,0007,000,Luzon
Barangay 8,Barangay,0008,000,Luzon
Barangay 9,Barangay,0009,000,Luzon
Barangay 10,Barangay,0010,000,Luzon
Barangay 11,Barangay,0011,000,Luzon
Barangay 12,Barangay,0012,000,Luzon
Barangay 13,Barangay,0013,000,Luzon
Barangay 14,Barangay,0014,000,Luzon
Barangay 15,Barangay,0015,000,Luzon
Barangay 16,Barangay,0016,000,Luzon
Barangay 17,Barangay,0017,000,Luzon
Barangay 18,Barangay,0018,000,Luzon
Barangay 19,Barangay,0019,000,Luzon
Barangay 20,Barangay,0020,000,Luzon
Barangay 21,Barangay,0021,000,Luzon
Barangay 22,Barangay,0022,000,Luzon
Barangay 23,Barangay,0023,000,Luzon
Barangay 24,Barangay,0024,000,Luzon
Barangay 25,Barangay,0025,000,Luzon
Barangay 26,Barangay,0026,000,Luzon
Barangay 27,Barangay,0027,000,Luzon
Barangay 28,Barangay,0028,000,Luzon
Barangay 29,Barangay,0029,000,Luzon
Barangay 30,Barangay,0030,000,Luzon
Barangay 31,Barangay,0031,000,Luzon
Barangay 32,Barangay,0032,000,Luzon
Barangay 33,Barangay,0033,000,Luzon
Barangay 34,Barangay,0034,000,Luzon
Barangay 35,Barangay,0035,000,Luzon
Barangay 36,Barangay,0036,000,Luzon
Barangay 37,Barangay,0037,000,Luzon
Barangay 38,Barangay,0038,000,Luzon
Barangay 39,Barangay,0039,000,Luzon
Barangay 40,Barangay,0040,000,Luzon
Barangay 41,Barangay,0041,000,Luzon
Barangay 42,Barangay,0042,000,Luzon
Barangay 43,Barangay,0043,000,Luzon
Barangay 44,Barangay,0044,000,Luzon
Barangay 45,Barangay,0045,000,Luzon
Barangay 46,Barangay,0046,000,Luzon
Barangay 47,Barangay,0047,000,Luzon
Barangay 48,Barangay,0048,000,Luzon
Barangay 49,Barangay,0049,000,Luzon
Barangay 50,Barangay,0050,000,Luzon
Barangay 51,Barangay,0051,000,Luzon
Barangay 52,Barangay,0052,000,Luzon
Barangay 53,Barangay,0053,000,Luzon
Barangay 54,Barangay,0054,000,Luzon
Barangay 55,Barangay,0055,000,Luzon
Barangay 56,Barangay,0056,000,Luzon
Barangay 57,Barangay,0057,000,Luzon
Barangay 58,Barangay,0058,000,Luzon
Barangay 59,Barangay,0059,000,Luzon
Barangay 60,Barangay,0060,000,Luzon
Barangay 61,Barangay,0061,000,Luzon
Barangay 62,Barangay,0062,000,Luzon
Barangay 63,Barangay,0063,000,Luzon
Barangay 64,Barangay,0064,000,Luzon
Barangay 65,Barangay,0065,000,Luzon
Barangay 66,Barangay,0066,000,Luzon
Barangay 67,Barangay,0067,000,Luzon
Barangay 68,Barangay,0068,000,Luzon
Barangay 69,Barangay,0069,000,Luzon
Barangay 70,Barangay,0070,000,Luzon
Barangay 71,Barangay,0071,000,Luzon
Barangay 72,Barangay,0072,000,Luzon
Barangay 73,Barangay,0073,000,Luzon
Barangay 74,Barangay,0074,000,Luzon
Barangay 75,Barangay,0075,000,Luzon
Barangay 76,Barangay,0076,000,Luzon
Barangay 77,Barangay,0077,000,Luzon
Barangay 78,Barangay,0078,000,Luzon
Barangay 79,Barangay,0079,000,Luzon
Barangay 80,Barangay,0080,000,Luzon
Barangay 81,Barangay,0081,000,Luzon
Barangay 82,Barangay,0082,000,Luzon
Barangay 83,Barangay,0083,000,Luzon
Barangay 84,Barangay,0084,000,Luzon
Barangay 85,Barangay,0085,000,Luzon
Barangay 86,Barangay,0086,000,Luzon
Barangay 87,Barangay,0087,000,Luzon
Barangay 88,Barangay,0088,000,Luzon
Barangay 89,Barangay,0089,000,Luzon
Barangay 90,Barangay,0090,000,Luzon
Barangay 91,Barangay,0091,000,Luzon
Barangay 92,Barangay,0092,000,Luzon
Barangay 93,Barangay,0093,000,Luzon
Barangay 94,Barangay,0094,000,Luzon
Barangay 95,Barangay,0095,000,Luzon
Barangay 96,Barangay,0096,000,Luzon
Barangay 97,Barangay,0097,000,Luzon
Barangay 98,Barangay,0098,000,Luzon
Barangay 99,Barangay,0099,000,Luzon
Barangay 100,Barangay,0100,000,Luzon
Barangay 101,Barangay,0101,000,Luzon
Barangay 102,Barangay,0102,000,Luzon
Barangay 103,Barangay,0103,000,Luzon
Barangay 104,Barangay,0104,000,Luzon
Barangay 105,Barangay,0105,000,Luzon
Barangay 106,Barangay,0106,000,Luzon
Barangay 107,Barangay,0107,000,Luzon
Barangay 108,Barangay,0108,000,Luzon
Barangay 109,Barangay,0109,000,Luzon
Barangay 110,Barangay,0110,000,Luzon
Barangay 111,Barangay,0111,000,Luzon
Barangay 112,Barangay,0112,000,Luzon
Barangay 113,Barangay,0113,000,Luzon
Barangay 114,Barangay,0114,000,Luzon
Barangay 115,Barangay,0115,000,Luzon
Barangay 116,Barangay,0116,000,Luzon
Barangay 117,Barangay,0117,000,Luzon
Barangay 118,Barangay,0118,000,Luzon
Barangay 119,Barangay,0119,000,Luzon
Barangay 120,Barangay,0120,000,Luzon
Barangay 121,Barangay,0121,000,Luzon
Barangay 122,Barangay,0122,000,Luzon
Barangay 123,Barangay,0123,000,Luzon
Barangay 124,Barangay,0124,000,Luzon
Barangay 125,Barangay,0125,000,Luzon
Barangay 126,Barangay,0126,000,Luzon
Barangay 127,Barangay,0127,000,Luzon
Barangay 128,Barangay,0128,000,Luzon
Barangay 129,Barangay,0129,000,Luzon
Barangay 130,Barangay,0130,000,Luzon
Barangay 131,Barangay,0131,000,Luzon
Barangay 132,Barangay,0132,000,Luzon
Barangay 133,Barangay,0133,000,Luzon
Barangay 134,Barangay,0134,000,Luzon
Barangay 135,Barangay,0135,000,Luzon
Barangay 136,Barangay,0136,000,Luzon
Barangay 137,Barangay,0137,000,Luzon
Barangay 138,Barangay,0138,000,Luzon
Barangay 139,Barangay,0139,000,Luzon
Barangay 140,Barangay,0140,000,Luzon
Barangay 141,Barangay,0141,000,Luzon
Barangay 142,Barangay,0142,000,Luzon
Barangay 143,Barangay,0143,000,Luzon
Barangay 144,Barangay,0144,000,Luzon
Barangay 145,Barangay,0145,000,Luzon
Barangay 146,Barangay,0146,000,Luzon
Barangay 147,Barangay,0147,000,Luzon
Barangay 148,Barangay,0148,000,Luzon
Barangay 149,Barangay,0149,000,Luzon
Barangay 150,Barangay,0150,000,Luzon
Barangay 151,Barangay,0151,000,Luzon
Barangay 152,Barangay,0152,000,Luzon
Barangay 153,Barangay,0153,000,Luzon
Barangay 154,Barangay,0154,000,Luzon
Barangay 155,Barangay,0155,000,Luzon
Barangay 156,Barangay,0156,000,Luzon
Barangay 157,Barangay,0157,000,Luzon
Barangay 158,Barangay,0158,000,Luzon
Barangay 159,Barangay,0159,000,Luzon
Barangay 160,Barangay,0160,000,Luzon
Barangay 161,Barangay,0161,000,Luzon
Barangay 162,Barangay,0162,000,Luzon
Barangay 163,Barangay,0163,000,Luzon
Barangay 164,Barangay,0164,000,Luzon
Barangay 165,Barangay,0165,000,Luzon
Barangay 166,Barangay,0166,000,Luzon
Barangay 167,Barangay,0167,000,Luzon
Barangay 168,Barangay,0168,000,Luzon
Barangay 169,Barangay,0169,000,Luzon
Barangay 170,Barangay,0170,000,Luzon
Barangay 171,Barangay,0171,000,Luzon
Barangay 172,Barangay,0172,000,Luzon
Barangay 173,Barangay,0173,000,Luzon
Barangay 174,Barangay,0174,000,Luzon
Barangay 175,Barangay,0175,000,Luzon
Barangay 176,Barangay,0176,000,Luzon
Barangay 177,Barangay,0177,000,Luzon
Barangay 178,Barangay,0178,000,Luzon
Barangay 179,Barangay,0179,000,Luzon
Barangay 180,Barangay,0180,000,Luzon
Barangay 181,Barangay,0181,000,Luzon
Barangay 182,Barangay,0182,000,Luzon
Barangay 183,Barangay,0183,000,Luzon
Barangay 184,Barangay,0184,000,Luzon
Barangay 185,Barangay,0185,000,Luzon
Barangay 186,Barangay,0186,000,Luzon
Barangay 187,Barangay,0187,000,Luzon
Barangay 188,Barangay,0188,000,Luzon
Barangay 189,Barangay,0189,000,Luzon
Barangay 190,Barangay,0190,000,Luzon
Barangay 191,Barangay,0191,000,Luzon
Barangay 192,Barangay,0192,000,Luzon
Barangay 193,Barangay,0193,000,Luzon
Barangay 194,Barangay,0194,000,Luzon
Barangay 195,Barangay,0195,000,Luzon
Barangay 196,Barangay,0196,000,Luzon
Barangay 197,Barangay,0197,000,Luzon
Barangay 198,Barangay,0198,000,Luzon
Barangay 199,Barangay,0199,000,Luzon
Barangay 200,Barangay,0200,000,Luzon
Barangay 201,Barangay,0201,000,Luzon
Aguho,Barangay,0001,001,Luzon
Magtanggol,Barangay,0002,001,Luzon
Martires Del 96,Barangay,0003,001,Luzon
Poblacion,Barangay,0004,001,Luzon
San Pedro,Barangay,0005,001,Luzon
San Roque,Barangay,0006,001,Luzon
Santa Ana,Barangay,0007,001,Luzon
Santo Rosario-Kanluran,Barangay,0008,001,Luzon
Santo Rosario-Silangan,Barangay,0009,001,Luzon
Tabacalera,Barangay,0010,001,Luzon
Tanyag,Barangay,0001,000,Luzon
Bagumbayan,Barangay,0002,000,Luzon
Bambang,Barangay,0003,000,Luzon
Calzada,Barangay,0004,000,Luzon
Hagonoy,Barangay,0005,000,Luzon
Ibayo-Tipas,Barangay,0006,000,Luzon
Ligid-Tipas,Barangay,0007,000,Luzon
Lower Bicutan,Barangay,0008,000,Luzon
Maharlika Village,Barangay,0009,000,Luzon
Napindan,Barangay,0010,000,Luzon
Palingon,Barangay,0011,000,Luzon
Santa Ana,Barangay,0012,000,Luzon
Central Signal Village,Barangay,0013,000,Luzon
Tuktukan,Barangay,0014,000,Luzon
Upper Bicutan,Barangay,0015,000,Luzon
Ususan,Barangay,0016,000,Luzon
Wawa,Barangay,0017,000,Luzon
Western Bicutan,Barangay,0018,000,Luzon
Central Bicutan,Barangay,0019,000,Luzon
Fort Bonifacio,Barangay,0020,000,Luzon
Katuparan,Barangay,0021,000,Luzon
New Lower Bicutan,Barangay,0022,000,Luzon
North Daang Hari,Barangay,0023,000,Luzon
North Signal Village,Barangay,0024,000,Luzon
Pinagsama,Barangay,0025,000,Luzon
San Miguel,Barangay,0026,000,Luzon
South Daang Hari,Barangay,0027,000,Luzon
South Signal Village,Barangay,0028,000,Luzon
Agtangao,Barangay,0001,001,Luzon
Angad,Barangay,0002,001,Luzon
Bañacao,Barangay,0003,001,Luzon
Bangbangar,Barangay,0004,001,Luzon
Cabuloan,Barangay,0005,001,Luzon
Calaba,Barangay,0006,001,Luzon
Tablac,Barangay,0007,001,Luzon
Cosili West,Barangay,0008,001,Luzon
Cosili East,Barangay,0009,001,Luzon
Dangdangla,Barangay,0010,001,Luzon
Lingtan,Barangay,0011,001,Luzon
Lipcan,Barangay,0012,001,Luzon
Lubong,Barangay,0013,001,Luzon
Macarcarmay,Barangay,0014,001,Luzon
Maoay,Barangay,0015,001,Luzon
Macray,Barangay,0016,001,Luzon
Malita,Barangay,0017,001,Luzon
Palao,Barangay,0018,001,Luzon
Patucannay,Barangay,0019,001,Luzon
Sagap,Barangay,0020,001,Luzon
San Antonio,Barangay,0021,001,Luzon
Santa Rosa,Barangay,0022,001,Luzon
Sao-atan,Barangay,0023,001,Luzon
Sappaac,Barangay,0024,001,Luzon
Zone 2 Pob.,Barangay,0025,001,Luzon
Zone 3 Pob.,Barangay,0026,001,Luzon
Zone 4 Pob.,Barangay,0027,001,Luzon
Zone 5 Pob.,Barangay,0028,001,Luzon
Zone 6 Pob. ,Barangay,0029,001,Luzon
Zone 7 Pob.,Barangay,0030,001,Luzon
Zone 1 Pob.,Barangay,0031,001,Luzon
Amti,Barangay,0001,002,Luzon
Bao-yan,Barangay,0002,002,Luzon
Danac East,Barangay,0003,002,Luzon
Dao-angan,Barangay,0004,002,Luzon
Dumagas,Barangay,0005,002,Luzon
Kilong-Olao,Barangay,0006,002,Luzon
Poblacion,Barangay,0007,002,Luzon
Danac West,Barangay,0008,002,Luzon
Abang,Barangay,0001,003,Luzon
Bangbangcag,Barangay,0002,003,Luzon
Bangcagan,Barangay,0003,003,Luzon
Banglolao,Barangay,0004,003,Luzon
Bugbog,Barangay,0005,003,Luzon
Calao,Barangay,0006,003,Luzon
Dugong,Barangay,0007,003,Luzon
Labon,Barangay,0008,003,Luzon
Layugan,Barangay,0009,003,Luzon
Madalipay,Barangay,0010,003,Luzon
Pagala,Barangay,0011,003,Luzon
Palaquio,Barangay,0012,003,Luzon
Pakiling,Barangay,0013,003,Luzon
Patoc,Barangay,0014,003,Luzon
North Poblacion,Barangay,0016,003,Luzon
South Poblacion,Barangay,0017,003,Luzon
Quimloong,Barangay,0018,003,Luzon
Salnec,Barangay,0019,003,Luzon
San Miguel,Barangay,0020,003,Luzon
Siblong,Barangay,0021,003,Luzon
Tabiog,Barangay,0022,003,Luzon
Ducligan,Barangay,0001,004,Luzon
Labaan,Barangay,0002,004,Luzon
Lingey,Barangay,0003,004,Luzon
Lamao ,Barangay,0004,004,Luzon
Ableg,Barangay,0001,005,Luzon
Cabaruyan,Barangay,0002,005,Luzon
Pikek,Barangay,0003,005,Luzon
Tui ,Barangay,0004,005,Luzon
Abaquid,Barangay,0001,006,Luzon
Cabaruan,Barangay,0003,006,Luzon
Caupasan ,Barangay,0004,006,Luzon
Danglas,Barangay,0005,006,Luzon
Nagaparan,Barangay,0006,006,Luzon
Padangitan,Barangay,0007,006,Luzon
Pangal,Barangay,0008,006,Luzon
Bayaan,Barangay,0001,007,Luzon
Cabaroan,Barangay,0002,007,Luzon
Calumbaya,Barangay,0003,007,Luzon
Cardona,Barangay,0004,007,Luzon
Isit,Barangay,0005,007,Luzon
Kimmalaba,Barangay,0006,007,Luzon
Libtec,Barangay,0007,007,Luzon
Lub-lubba,Barangay,0008,007,Luzon
Mudiit,Barangay,0009,007,Luzon
Namit-ingan,Barangay,0010,007,Luzon
Pacac,Barangay,0011,007,Luzon
Poblacion,Barangay,0012,007,Luzon
Salucag,Barangay,0013,007,Luzon
Talogtog,Barangay,0014,007,Luzon
Taping,Barangay,0015,007,Luzon
Benben,Barangay,0002,008,Luzon
